cycle_id,machine_id,operation_id,cycle_start_ts,cycle_end_ts,actual_cycle_time_sec,part_result,scrap_reason
CYCLE_0207,DMU50_001,OP_001,2026-03-03 21:47:00+00:00,2026-03-03 21:55:19.690000+00:00,499.69,scrap,surface_defect
CYCLE_0208,DMU50_001,OP_003,2026-03-03 22:16:00+00:00,2026-03-03 22:21:59.559000+00:00,359.559,good,
CYCLE_0209,DMU50_001,OP_002,2026-03-03 22:45:00+00:00,2026-03-03 22:54:13.996000+00:00,553.996,good,
CYCLE_0210,DMU50_001,OP_001,2026-03-03 23:01:00+00:00,2026-03-03 23:09:10.302000+00:00,490.302,scrap,surface_defect
CYCLE_0211,DMU50_001,OP_003,2026-03-03 23:39:00+00:00,2026-03-03 23:45:13.187000+00:00,373.187,good,
CYCLE_0212,DMU50_001,OP_001,2026-03-03 23:51:00+00:00,2026-03-03 23:58:47.094000+00:00,467.094,good,
CYCLE_0213,DMU50_001,OP_001,2026-03-04 00:17:00+00:00,2026-03-04 00:24:59.861000+00:00,479.861,scrap,surface_defect
CYCLE_0214,DMU50_001,OP_003,2026-03-04 00:43:00+00:00,2026-03-04 00:48:57.391000+00:00,357.391,good,
CYCLE_0215,DMU50_001,OP_001,2026-03-04 00:51:00+00:00,2026-03-04 00:58:59.576000+00:00,479.576,good,
CYCLE_0216,DMU50_001,OP_003,2026-03-04 01:07:00+00:00,2026-03-04 01:13:13.616000+00:00,373.616,scrap,surface_defect
CYCLE_0217,DMU50_001,OP_001,2026-03-04 01:21:00+00:00,2026-03-04 01:29:00.405000+00:00,480.405,good,
CYCLE_0218,DMU50_001,OP_003,2026-03-04 01:39:00+00:00,2026-03-04 01:44:53.197000+00:00,353.197,good,
CYCLE_0219,DMU50_001,OP_001,2026-03-04 01:55:00+00:00,2026-03-04 02:02:52.358000+00:00,472.358,scrap,surface_defect
CYCLE_0220,DMU50_001,OP_003,2026-03-04 02:12:00+00:00,2026-03-04 02:18:06.067000+00:00,366.067,good,
CYCLE_0221,DMU50_001,OP_001,2026-03-04 02:24:00+00:00,2026-03-04 02:31:56.521000+00:00,476.521,good,
CYCLE_0222,DMU50_001,OP_003,2026-03-04 02:34:00+00:00,2026-03-04 02:40:25.275000+00:00,385.275,scrap,surface_defect
CYCLE_0223,DMU50_001,OP_001,2026-03-04 02:55:00+00:00,2026-03-04 03:02:58.656000+00:00,478.656,good,
CYCLE_0224,DMU50_001,OP_001,2026-03-04 03:33:00+00:00,2026-03-04 03:40:48.072000+00:00,468.072,good,
CYCLE_0225,DMU50_001,OP_003,2026-03-04 03:53:00+00:00,2026-03-04 03:59:03.603000+00:00,363.603,scrap,surface_defect
CYCLE_0226,DMU50_001,OP_001,2026-03-04 04:05:00+00:00,2026-03-04 04:13:31.608000+00:00,511.608,good,
CYCLE_0227,DMU50_001,OP_003,2026-03-04 04:20:00+00:00,2026-03-04 04:26:10.410000+00:00,370.41,good,
CYCLE_0228,DMU50_001,OP_001,2026-03-04 04:39:00+00:00,2026-03-04 04:47:20.321000+00:00,500.321,scrap,surface_defect
CYCLE_0229,DMU50_001,OP_003,2026-03-04 04:58:00+00:00,2026-03-04 05:04:05.246000+00:00,365.246,good,
CYCLE_0230,DMU50_001,OP_001,2026-03-04 05:12:00+00:00,2026-03-04 05:20:14.165000+00:00,494.165,good,
CYCLE_0231,DMU50_001,OP_003,2026-03-04 05:31:00+00:00,2026-03-04 05:37:20.631000+00:00,380.631,scrap,surface_defect
CYCLE_0232,DMU50_001,OP_001,2026-03-04 05:43:00+00:00,2026-03-04 05:51:31.194000+00:00,511.194,good,
CYCLE_0233,DMU50_001,OP_003,2026-03-04 05:54:00+00:00,2026-03-04 05:59:52.405000+00:00,352.405,good,
CYCLE_0234,DMU50_001,OP_001,2026-03-04 06:08:00+00:00,2026-03-04 06:15:42.811000+00:00,462.811,scrap,surface_defect
CYCLE_0235,DMU50_001,OP_003,2026-03-04 06:24:00+00:00,2026-03-04 06:30:14.117000+00:00,374.117,good,
CYCLE_0236,DMU50_001,OP_001,2026-03-04 06:39:00+00:00,2026-03-04 06:46:47.215000+00:00,467.215,good,
CYCLE_0237,DMU50_001,OP_003,2026-03-04 06:56:00+00:00,2026-03-04 07:01:48.950000+00:00,348.95,scrap,surface_defect
CYCLE_0238,DMU50_001,OP_003,2026-03-04 07:26:00+00:00,2026-03-04 07:32:18.435000+00:00,378.435,good,
CYCLE_0239,DMU50_001,OP_001,2026-03-04 07:44:00+00:00,2026-03-04 07:52:38.222000+00:00,518.222,good,
CYCLE_0240,DMU50_001,OP_003,2026-03-04 07:59:00+00:00,2026-03-04 08:04:57.934000+00:00,357.934,scrap,surface_defect
CYCLE_0241,DMU50_001,OP_002,2026-03-04 08:17:00+00:00,2026-03-04 08:26:25.613000+00:00,565.613,good,
CYCLE_0242,DMU50_001,OP_001,2026-03-04 08:29:00+00:00,2026-03-04 08:36:54.887000+00:00,474.887,good,
CYCLE_0243,DMU50_001,OP_001,2026-03-04 09:08:00+00:00,2026-03-04 09:16:19.311000+00:00,499.311,scrap,surface_defect
CYCLE_0244,DMU50_001,OP_002,2026-03-04 09:23:00+00:00,2026-03-04 09:32:09.406000+00:00,549.406,good,
CYCLE_0245,DMU50_001,OP_001,2026-03-04 09:36:00+00:00,2026-03-04 09:44:25.482000+00:00,505.482,good,
CYCLE_0246,DMU50_001,OP_003,2026-03-04 10:05:00+00:00,2026-03-04 10:11:00.388000+00:00,360.388,scrap,surface_defect
CYCLE_0247,DMU50_001,OP_001,2026-03-04 10:17:00+00:00,2026-03-04 10:24:48.512000+00:00,468.512,good,
CYCLE_0248,DMU50_001,OP_003,2026-03-04 10:32:00+00:00,2026-03-04 10:37:49.335000+00:00,349.335,good,
CYCLE_0249,DMU50_001,OP_001,2026-03-04 10:46:00+00:00,2026-03-04 10:53:50.440000+00:00,470.44,scrap,surface_defect
CYCLE_0250,DMU50_001,OP_003,2026-03-04 10:59:00+00:00,2026-03-04 11:05:19.883000+00:00,379.883,good,
CYCLE_0251,DMU50_001,OP_001,2026-03-04 11:17:00+00:00,2026-03-04 11:25:16.045000+00:00,496.045,good,
CYCLE_0252,DMU50_001,OP_003,2026-03-04 11:29:00+00:00,2026-03-04 11:35:10.091000+00:00,370.091,scrap,surface_defect
CYCLE_0253,DMU50_001,OP_002,2026-03-04 11:56:00+00:00,2026-03-04 12:05:16.656000+00:00,556.656,good,
CYCLE_0254,DMU50_001,OP_001,2026-03-04 12:17:00+00:00,2026-03-04 12:24:49.361000+00:00,469.361,good,
CYCLE_0255,DMU50_001,OP_002,2026-03-04 12:29:00+00:00,2026-03-04 12:38:13.591000+00:00,553.591,scrap,surface_defect
CYCLE_0256,DMU50_001,OP_001,2026-03-04 12:59:00+00:00,2026-03-04 13:06:44.841000+00:00,464.841,good,
CYCLE_0257,DMU50_001,OP_003,2026-03-04 13:12:00+00:00,2026-03-04 13:18:20.345000+00:00,380.345,good,
CYCLE_0258,DMU50_001,OP_001,2026-03-04 13:26:00+00:00,2026-03-04 13:34:15.658000+00:00,495.658,scrap,surface_defect
CYCLE_0259,DMU50_001,OP_003,2026-03-04 13:38:00+00:00,2026-03-04 13:43:59.271000+00:00,359.271,good,
CYCLE_0260,DMU50_001,OP_001,2026-03-04 13:49:00+00:00,2026-03-04 13:57:00.572000+00:00,480.572,good,
CYCLE_0261,DMU50_001,OP_003,2026-03-04 14:04:00+00:00,2026-03-04 14:10:24.882000+00:00,384.882,scrap,surface_defect
CYCLE_0262,DMU50_001,OP_001,2026-03-04 14:16:00+00:00,2026-03-04 14:24:20.072000+00:00,500.072,good,
CYCLE_0263,DMU50_001,OP_003,2026-03-04 14:29:00+00:00,2026-03-04 14:34:51.268000+00:00,351.268,good,
CYCLE_0264,DMU50_001,OP_001,2026-03-04 14:45:00+00:00,2026-03-04 14:52:52.863000+00:00,472.863,scrap,surface_defect
CYCLE_0265,DMU50_001,OP_003,2026-03-04 14:59:00+00:00,2026-03-04 15:05:19.259000+00:00,379.259,good,
CYCLE_0266,DMU50_001,OP_003,2026-03-04 15:36:00+00:00,2026-03-04 15:42:04.745000+00:00,364.745,good,
CYCLE_0267,DMU50_001,OP_001,2026-03-04 15:59:00+00:00,2026-03-04 16:07:30.848000+00:00,510.848,scrap,surface_defect
CYCLE_0268,DMU50_001,OP_003,2026-03-04 16:16:00+00:00,2026-03-04 16:21:54.096000+00:00,354.096,good,
CYCLE_0269,DMU50_001,OP_001,2026-03-04 16:31:00+00:00,2026-03-04 16:39:01.773000+00:00,481.773,good,
CYCLE_0270,DMU50_001,OP_003,2026-03-04 16:48:00+00:00,2026-03-04 16:54:25.522000+00:00,385.522,scrap,surface_defect
CYCLE_0271,DMU50_001,OP_001,2026-03-04 17:01:00+00:00,2026-03-04 17:09:04.711000+00:00,484.711,good,
CYCLE_0272,DMU50_001,OP_003,2026-03-04 17:16:00+00:00,2026-03-04 17:21:48.417000+00:00,348.417,good,
CYCLE_0273,DMU50_001,OP_001,2026-03-04 17:26:00+00:00,2026-03-04 17:34:09.696000+00:00,489.696,scrap,surface_defect
CYCLE_0274,DMU50_001,OP_003,2026-03-04 17:42:00+00:00,2026-03-04 17:48:25.429000+00:00,385.429,good,
CYCLE_0275,DMU50_001,OP_001,2026-03-04 17:58:00+00:00,2026-03-04 18:06:06.052000+00:00,486.052,good,
CYCLE_0276,DMU50_001,OP_003,2026-03-04 18:09:00+00:00,2026-03-04 18:15:14.061000+00:00,374.061,scrap,surface_defect
CYCLE_0277,DMU50_001,OP_001,2026-03-04 18:21:00+00:00,2026-03-04 18:28:53.146000+00:00,473.146,good,
CYCLE_0278,DMU50_001,OP_003,2026-03-04 18:34:00+00:00,2026-03-04 18:40:13.425000+00:00,373.425,good,
CYCLE_0279,DMU50_001,OP_001,2026-03-04 18:49:00+00:00,2026-03-04 18:56:41.053000+00:00,461.053,scrap,surface_defect
CYCLE_0280,DMU50_001,OP_003,2026-03-04 19:00:00+00:00,2026-03-04 19:05:45.862000+00:00,345.862,good,
CYCLE_0281,DMU50_001,OP_001,2026-03-04 19:07:00+00:00,2026-03-04 19:15:05.603000+00:00,485.603,good,
CYCLE_0282,DMU50_001,OP_003,2026-03-04 19:18:00+00:00,2026-03-04 19:23:57.509000+00:00,357.509,scrap,surface_defect
CYCLE_0283,DMU50_001,OP_001,2026-03-04 19:31:00+00:00,2026-03-04 19:38:58.576000+00:00,478.576,good,
CYCLE_0284,DMU50_001,OP_003,2026-03-04 19:46:00+00:00,2026-03-04 19:52:25.184000+00:00,385.184,good,
CYCLE_0285,DMU50_001,OP_001,2026-03-04 20:05:00+00:00,2026-03-04 20:13:36.496000+00:00,516.496,scrap,surface_defect
CYCLE_0286,DMU50_001,OP_003,2026-03-04 20:17:00+00:00,2026-03-04 20:22:59.376000+00:00,359.376,good,
CYCLE_0287,DMU50_001,OP_003,2026-03-04 20:43:00+00:00,2026-03-04 20:49:06.815000+00:00,366.815,good,
CYCLE_0288,DMU50_001,OP_001,2026-03-04 21:00:00+00:00,2026-03-04 21:07:56.596000+00:00,476.596,scrap,surface_defect
CYCLE_0289,DMU50_001,OP_003,2026-03-04 21:18:00+00:00,2026-03-04 21:23:59.244000+00:00,359.244,good,
CYCLE_0290,DMU50_001,OP_001,2026-03-04 21:27:00+00:00,2026-03-04 21:34:51.602000+00:00,471.602,good,
CYCLE_0291,DMU50_001,OP_003,2026-03-04 21:39:00+00:00,2026-03-04 21:45:22.002000+00:00,382.002,scrap,surface_defect
CYCLE_0292,DMU50_001,OP_001,2026-03-04 21:52:00+00:00,2026-03-04 22:00:05.963000+00:00,485.963,good,
CYCLE_0293,DMU50_001,OP_003,2026-03-04 22:04:00+00:00,2026-03-04 22:09:47.590000+00:00,347.59,good,
CYCLE_0294,DMU50_001,OP_002,2026-03-04 22:28:00+00:00,2026-03-04 22:37:25.683000+00:00,565.683,scrap,surface_defect
CYCLE_0295,DMU50_001,OP_001,2026-03-04 22:59:00+00:00,2026-03-04 23:07:05.928000+00:00,485.928,good,
CYCLE_0296,DMU50_001,OP_001,2026-03-04 23:16:00+00:00,2026-03-04 23:24:20.024000+00:00,500.024,good,
CYCLE_0297,DMU50_001,OP_002,2026-03-04 23:38:00+00:00,2026-03-04 23:47:39.352000+00:00,579.352,scrap,surface_defect
CYCLE_0298,DMU50_001,OP_002,2026-03-05 00:19:00+00:00,2026-03-05 00:28:10.839000+00:00,550.839,good,
CYCLE_0299,DMU50_001,OP_001,2026-03-05 00:37:00+00:00,2026-03-05 00:45:12.617000+00:00,492.617,good,
CYCLE_0300,DMU50_001,OP_003,2026-03-05 01:10:00+00:00,2026-03-05 01:16:14.324000+00:00,374.324,scrap,surface_defect
CYCLE_0301,DMU50_001,OP_001,2026-03-05 01:26:00+00:00,2026-03-05 01:34:04.490000+00:00,484.49,good,
CYCLE_0302,DMU50_001,OP_003,2026-03-05 01:42:00+00:00,2026-03-05 01:47:53.330000+00:00,353.33,good,
CYCLE_0303,DMU50_001,OP_003,2026-03-05 02:09:00+00:00,2026-03-05 02:15:11.244000+00:00,371.244,scrap,surface_defect
CYCLE_0304,DMU50_001,OP_001,2026-03-05 02:17:00+00:00,2026-03-05 02:25:20.100000+00:00,500.1,good,
CYCLE_0305,DMU50_001,OP_003,2026-03-05 02:34:00+00:00,2026-03-05 02:39:59.952000+00:00,359.952,good,
CYCLE_0306,DMU50_001,OP_001,2026-03-05 02:51:00+00:00,2026-03-05 02:58:45.045000+00:00,465.045,scrap,surface_defect
CYCLE_0307,DMU50_001,OP_003,2026-03-05 03:02:00+00:00,2026-03-05 03:07:50.912000+00:00,350.912,good,
CYCLE_0308,DMU50_001,OP_001,2026-03-05 03:14:00+00:00,2026-03-05 03:22:31.426000+00:00,511.426,good,
CYCLE_0309,DMU50_001,OP_003,2026-03-05 03:30:00+00:00,2026-03-05 03:35:57.477000+00:00,357.477,scrap,surface_defect
CYCLE_0310,DMU50_001,OP_001,2026-03-05 03:44:00+00:00,2026-03-05 03:52:03.543000+00:00,483.543,good,
CYCLE_0311,DMU50_001,OP_003,2026-03-05 03:55:00+00:00,2026-03-05 04:00:51.557000+00:00,351.557,good,
CYCLE_0312,DMU50_001,OP_001,2026-03-05 04:10:00+00:00,2026-03-05 04:17:48.668000+00:00,468.668,scrap,surface_defect
CYCLE_0313,DMU50_001,OP_003,2026-03-05 04:28:00+00:00,2026-03-05 04:33:54.313000+00:00,354.313,good,
CYCLE_0314,DMU50_001,OP_001,2026-03-05 04:50:00+00:00,2026-03-05 04:58:27.202000+00:00,507.202,good,
CYCLE_0315,DMU50_001,OP_003,2026-03-05 05:07:00+00:00,2026-03-05 05:12:49.347000+00:00,349.347,scrap,surface_defect
CYCLE_0316,DMU50_001,OP_002,2026-03-05 05:30:00+00:00,2026-03-05 05:39:19.239000+00:00,559.239,good,
CYCLE_0317,DMU50_001,OP_001,2026-03-05 05:46:00+00:00,2026-03-05 05:53:56.854000+00:00,476.854,good,
CYCLE_0318,DMU50_001,OP_002,2026-03-05 05:58:00+00:00,2026-03-05 06:07:35.827000+00:00,575.827,scrap,surface_defect
CYCLE_0319,DMU50_001,OP_001,2026-03-05 06:16:00+00:00,2026-03-05 06:24:25.451000+00:00,505.451,good,
CYCLE_0320,DMU50_001,OP_002,2026-03-05 06:31:00+00:00,2026-03-05 06:39:45.870000+00:00,525.87,good,
CYCLE_0321,DMU50_001,OP_001,2026-03-05 06:52:00+00:00,2026-03-05 06:59:54.501000+00:00,474.501,scrap,surface_defect
CYCLE_0322,DMU50_001,OP_003,2026-03-05 07:17:00+00:00,2026-03-05 07:23:04.324000+00:00,364.324,good,
CYCLE_0323,DMU50_001,OP_001,2026-03-05 07:34:00+00:00,2026-03-05 07:42:20.883000+00:00,500.883,good,
CYCLE_0324,DMU50_001,OP_003,2026-03-05 07:45:00+00:00,2026-03-05 07:51:08.034000+00:00,368.034,scrap,surface_defect
CYCLE_0325,DMU50_001,OP_001,2026-03-05 07:57:00+00:00,2026-03-05 08:04:53.581000+00:00,473.581,good,
CYCLE_0326,DMU50_001,OP_003,2026-03-05 08:14:00+00:00,2026-03-05 08:20:02.340000+00:00,362.34,good,
CYCLE_0327,DMU50_001,OP_001,2026-03-05 08:26:00+00:00,2026-03-05 08:33:49.425000+00:00,469.425,scrap,surface_defect
CYCLE_0328,DMU50_001,OP_003,2026-03-05 08:41:00+00:00,2026-03-05 08:47:11.635000+00:00,371.635,good,
CYCLE_0329,DMU50_001,OP_001,2026-03-05 08:54:00+00:00,2026-03-05 09:02:30.327000+00:00,510.327,good,
CYCLE_0330,DMU50_001,OP_003,2026-03-05 09:08:00+00:00,2026-03-05 09:13:50.311000+00:00,350.311,scrap,surface_defect
CYCLE_0331,DMU50_001,OP_001,2026-03-05 09:21:00+00:00,2026-03-05 09:29:03.485000+00:00,483.485,good,
CYCLE_0332,DMU50_001,OP_003,2026-03-05 09:36:00+00:00,2026-03-05 09:41:55.321000+00:00,355.321,good,
CYCLE_0333,DMU50_001,OP_001,2026-03-05 09:41:55.321000+00:00,2026-03-05 09:49:52.279000+00:00,476.958,scrap,surface_defect
CYCLE_0334,DMU50_001,OP_003,2026-03-05 10:01:00+00:00,2026-03-05 10:07:15.494000+00:00,375.494,good,
CYCLE_0335,DMU50_001,OP_001,2026-03-05 10:15:00+00:00,2026-03-05 10:22:53.523000+00:00,473.523,good,
CYCLE_0336,DMU50_001,OP_003,2026-03-05 10:27:00+00:00,2026-03-05 10:33:23.996000+00:00,383.996,scrap,surface_defect
CYCLE_0337,DMU50_001,OP_001,2026-03-05 10:43:00+00:00,2026-03-05 10:51:09.533000+00:00,489.533,good,
CYCLE_0338,DMU50_001,OP_003,2026-03-05 11:00:00+00:00,2026-03-05 11:05:53.371000+00:00,353.371,good,
CYCLE_0339,DMU50_001,OP_001,2026-03-05 11:18:00+00:00,2026-03-05 11:26:21.706000+00:00,501.706,scrap,surface_defect
CYCLE_0340,DMU50_001,OP_003,2026-03-05 11:30:00+00:00,2026-03-05 11:36:23.592000+00:00,383.592,good,
CYCLE_0341,DMU50_001,OP_002,2026-03-05 12:06:00+00:00,2026-03-05 12:14:52.443000+00:00,532.443,good,
CYCLE_0342,DMU50_001,OP_001,2026-03-05 12:19:00+00:00,2026-03-05 12:27:07.619000+00:00,487.619,scrap,surface_defect
CYCLE_0343,DMU50_001,OP_002,2026-03-05 12:33:00+00:00,2026-03-05 12:42:39.388000+00:00,579.388,good,
CYCLE_0344,DMU50_001,OP_001,2026-03-05 12:48:00+00:00,2026-03-05 12:56:27.738000+00:00,507.738,good,
CYCLE_0345,DMU50_001,OP_002,2026-03-05 13:03:00+00:00,2026-03-05 13:12:21.681000+00:00,561.681,scrap,surface_defect
CYCLE_0346,DMU50_001,OP_001,2026-03-05 13:17:00+00:00,2026-03-05 13:25:04.296000+00:00,484.296,good,
CYCLE_0347,DMU50_001,OP_002,2026-03-05 13:28:00+00:00,2026-03-05 13:36:48.829000+00:00,528.829,good,
CYCLE_0348,DMU50_001,OP_001,2026-03-05 13:47:00+00:00,2026-03-05 13:55:31.475000+00:00,511.475,scrap,surface_defect
CYCLE_0349,DMU50_001,OP_002,2026-03-05 14:04:00+00:00,2026-03-05 14:13:00.520000+00:00,540.52,good,
CYCLE_0350,DMU50_001,OP_001,2026-03-05 14:20:00+00:00,2026-03-05 14:28:08.734000+00:00,488.734,good,
CYCLE_0351,DMU50_001,OP_002,2026-03-05 14:35:00+00:00,2026-03-05 14:43:56.978000+00:00,536.978,scrap,surface_defect
CYCLE_0352,DMU50_001,OP_001,2026-03-05 15:05:00+00:00,2026-03-05 15:13:26.164000+00:00,506.164,good,
CYCLE_0353,DMU50_001,OP_003,2026-03-05 15:24:00+00:00,2026-03-05 15:30:12.860000+00:00,372.86,good,
CYCLE_0354,DMU50_001,OP_001,2026-03-05 15:34:00+00:00,2026-03-05 15:42:01.755000+00:00,481.755,scrap,surface_defect
CYCLE_0355,DMU50_001,OP_003,2026-03-05 15:50:00+00:00,2026-03-05 15:56:12.888000+00:00,372.888,good,
CYCLE_0356,DMU50_001,OP_001,2026-03-05 15:59:00+00:00,2026-03-05 16:07:30.241000+00:00,510.241,good,
CYCLE_0357,DMU50_001,OP_001,2026-03-05 16:25:00+00:00,2026-03-05 16:33:37.468000+00:00,517.468,scrap,surface_defect
CYCLE_0358,DMU50_001,OP_003,2026-03-05 16:54:00+00:00,2026-03-05 17:00:11.312000+00:00,371.312,good,
CYCLE_0359,DMU50_001,OP_003,2026-03-05 17:30:00+00:00,2026-03-05 17:35:55.441000+00:00,355.441,good,
CYCLE_0360,DMU50_001,OP_002,2026-03-05 17:56:00+00:00,2026-03-05 18:05:41.945000+00:00,581.945,scrap,surface_defect
CYCLE_0361,DMU50_001,OP_001,2026-03-05 18:12:00+00:00,2026-03-05 18:19:54.433000+00:00,474.433,good,
CYCLE_0362,DMU50_001,OP_002,2026-03-05 18:27:00+00:00,2026-03-05 18:35:54.145000+00:00,534.145,good,
CYCLE_0363,DMU50_001,OP_001,2026-03-05 18:45:00+00:00,2026-03-05 18:53:21.963000+00:00,501.963,scrap,surface_defect
CYCLE_0364,DMU50_001,OP_002,2026-03-05 18:59:00+00:00,2026-03-05 19:07:48.708000+00:00,528.708,good,
CYCLE_0365,DMU50_001,OP_001,2026-03-05 19:18:00+00:00,2026-03-05 19:25:54.837000+00:00,474.837,good,
CYCLE_0366,DMU50_001,OP_002,2026-03-05 19:36:00+00:00,2026-03-05 19:44:38.999000+00:00,518.999,scrap,surface_defect
CYCLE_0367,DMU50_001,OP_001,2026-03-05 19:53:00+00:00,2026-03-05 20:00:59.131000+00:00,479.131,good,
CYCLE_0368,DMU50_001,OP_003,2026-03-05 20:20:00+00:00,2026-03-05 20:26:12.672000+00:00,372.672,good,
CYCLE_0369,DMU50_001,OP_001,2026-03-05 20:32:00+00:00,2026-03-05 20:39:59.062000+00:00,479.062,scrap,surface_defect
CYCLE_0370,DMU50_001,OP_003,2026-03-05 20:48:00+00:00,2026-03-05 20:54:10.750000+00:00,370.75,good,
CYCLE_0371,DMU50_001,OP_001,2026-03-05 21:02:00+00:00,2026-03-05 21:10:07.590000+00:00,487.59,good,
CYCLE_0372,DMU50_001,OP_003,2026-03-05 21:17:00+00:00,2026-03-05 21:23:20.673000+00:00,380.673,scrap,surface_defect
CYCLE_0373,DMU50_001,OP_002,2026-03-05 21:48:00+00:00,2026-03-05 21:56:52.911000+00:00,532.911,good,
CYCLE_0374,DMU50_001,OP_001,2026-03-05 22:14:00+00:00,2026-03-05 22:21:58.495000+00:00,478.495,good,
CYCLE_0375,DMU50_001,OP_003,2026-03-05 22:29:00+00:00,2026-03-05 22:35:12.950000+00:00,372.95,scrap,surface_defect
CYCLE_0376,DMU50_001,OP_002,2026-03-05 22:53:00+00:00,2026-03-05 23:01:45.081000+00:00,525.081,good,
CYCLE_0377,DMU50_001,OP_003,2026-03-05 23:41:00+00:00,2026-03-05 23:47:11.326000+00:00,371.326,good,
CYCLE_0378,DMU50_001,OP_002,2026-03-06 00:05:00+00:00,2026-03-06 00:14:08.930000+00:00,548.93,scrap,surface_defect
CYCLE_0379,DMU50_001,OP_002,2026-03-06 00:37:00+00:00,2026-03-06 00:46:21.358000+00:00,561.358,good,
CYCLE_0380,DMU50_001,OP_001,2026-03-06 00:55:00+00:00,2026-03-06 01:02:50.398000+00:00,470.398,good,
CYCLE_0381,DMU50_001,OP_002,2026-03-06 01:08:00+00:00,2026-03-06 01:17:06.885000+00:00,546.885,scrap,surface_defect
CYCLE_0382,DMU50_001,OP_003,2026-03-06 01:53:00+00:00,2026-03-06 01:58:55.750000+00:00,355.75,good,
CYCLE_0383,DMU50_001,OP_001,2026-03-06 02:02:00+00:00,2026-03-06 02:09:52.571000+00:00,472.571,good,
CYCLE_0384,DMU50_001,OP_003,2026-03-06 02:17:00+00:00,2026-03-06 02:22:54.109000+00:00,354.109,scrap,surface_defect
CYCLE_0385,DMU50_001,OP_001,2026-03-06 02:35:00+00:00,2026-03-06 02:43:09.977000+00:00,489.977,good,
CYCLE_0386,DMU50_001,OP_003,2026-03-06 02:51:00+00:00,2026-03-06 02:57:11.557000+00:00,371.557,good,
CYCLE_0387,DMU50_001,OP_002,2026-03-06 03:12:00+00:00,2026-03-06 03:21:32.828000+00:00,572.828,scrap,surface_defect
CYCLE_0388,DMU50_001,OP_001,2026-03-06 03:30:00+00:00,2026-03-06 03:38:17.060000+00:00,497.06,good,
CYCLE_0389,DMU50_001,OP_002,2026-03-06 03:49:00+00:00,2026-03-06 03:58:17.876000+00:00,557.876,good,
CYCLE_0390,DMU50_001,OP_001,2026-03-06 04:02:00+00:00,2026-03-06 04:09:59.353000+00:00,479.353,scrap,surface_defect
CYCLE_0391,DMU50_001,OP_002,2026-03-06 04:20:00+00:00,2026-03-06 04:28:40.054000+00:00,520.054,good,
CYCLE_0392,DMU50_001,OP_001,2026-03-06 04:33:00+00:00,2026-03-06 04:41:29.855000+00:00,509.855,good,
CYCLE_0393,DMU50_001,OP_002,2026-03-06 04:46:00+00:00,2026-03-06 04:55:12.407000+00:00,552.407,scrap,surface_defect
CYCLE_0394,DMU50_001,OP_001,2026-03-06 05:00:00+00:00,2026-03-06 05:07:52.215000+00:00,472.215,good,
CYCLE_0395,DMU50_001,OP_002,2026-03-06 05:17:00+00:00,2026-03-06 05:25:50.718000+00:00,530.718,good,
CYCLE_0396,DMU50_001,OP_003,2026-03-06 06:00:00+00:00,2026-03-06 06:05:59.261000+00:00,359.261,scrap,surface_defect
CYCLE_0397,DMU50_001,OP_001,2026-03-06 06:08:00+00:00,2026-03-06 06:15:54.957000+00:00,474.957,good,
CYCLE_0398,DMU50_001,OP_003,2026-03-06 06:20:00+00:00,2026-03-06 06:25:55.521000+00:00,355.521,good,
CYCLE_0399,DMU50_001,OP_001,2026-03-06 06:28:00+00:00,2026-03-06 06:35:49.965000+00:00,469.965,scrap,surface_defect
CYCLE_0400,DMU50_001,OP_003,2026-03-06 06:47:00+00:00,2026-03-06 06:52:55.343000+00:00,355.343,good,
CYCLE_0401,DMU50_001,OP_003,2026-03-06 07:21:00+00:00,2026-03-06 07:27:20.887000+00:00,380.887,good,
CYCLE_0402,DMU50_001,OP_002,2026-03-06 07:44:00+00:00,2026-03-06 07:53:14.016000+00:00,554.016,scrap,surface_defect
CYCLE_0403,DMU50_001,OP_001,2026-03-06 07:55:00+00:00,2026-03-06 08:02:43.996000+00:00,463.996,good,
CYCLE_0404,DMU50_001,OP_002,2026-03-06 08:10:00+00:00,2026-03-06 08:18:48.845000+00:00,528.845,good,
CYCLE_0405,DMU50_001,OP_001,2026-03-06 08:27:00+00:00,2026-03-06 08:34:49.147000+00:00,469.147,scrap,surface_defect
CYCLE_0406,DMU50_001,OP_002,2026-03-06 08:44:00+00:00,2026-03-06 08:53:11.639000+00:00,551.639,good,
CYCLE_0407,DMU50_001,OP_001,2026-03-06 09:14:00+00:00,2026-03-06 09:21:56.712000+00:00,476.712,good,
CYCLE_0408,DMU50_001,OP_003,2026-03-06 09:31:00+00:00,2026-03-06 09:36:58.315000+00:00,358.315,scrap,surface_defect
CYCLE_0409,DMU50_001,OP_001,2026-03-06 09:44:00+00:00,2026-03-06 09:52:06.878000+00:00,486.878,good,
CYCLE_0410,DMU50_001,OP_001,2026-03-06 10:08:00+00:00,2026-03-06 10:15:53.663000+00:00,473.663,good,
CYCLE_0411,DMU50_001,OP_002,2026-03-06 10:24:00+00:00,2026-03-06 10:32:48.088000+00:00,528.088,scrap,surface_defect
CYCLE_0412,DMU50_001,OP_001,2026-03-06 10:41:00+00:00,2026-03-06 10:49:22.117000+00:00,502.117,good,
CYCLE_0413,DMU50_001,OP_003,2026-03-06 11:05:00+00:00,2026-03-06 11:11:03.601000+00:00,363.601,good,
