ts,machine_id,power_kw,energy_kwh_cumulative,sample_interval_sec
2026-03-07 01:36:00+00:00,DMU50_001,8.807,2453.10216,60.0
2026-03-07 01:37:00+00:00,DMU50_001,8.614,2453.24573,60.0
2026-03-07 01:38:00+00:00,DMU50_001,7.504,2453.3708,60.0
2026-03-07 01:39:00+00:00,DMU50_001,8.117,2453.50608,60.0
2026-03-07 01:40:00+00:00,DMU50_001,8.974,2453.65565,60.0
2026-03-07 01:41:00+00:00,DMU50_001,8.88,2453.80365,60.0
2026-03-07 01:42:00+00:00,DMU50_001,9.304,2453.95872,60.0
2026-03-07 01:43:00+00:00,DMU50_001,9.181,2454.11174,60.0
2026-03-07 01:44:00+00:00,DMU50_001,8.893,2454.25996,60.0
2026-03-07 01:45:00+00:00,DMU50_001,10.22,2454.43029,60.0
2026-03-07 01:46:00+00:00,DMU50_001,9.407,2454.58707,60.0
2026-03-07 01:47:00+00:00,DMU50_001,8.733,2454.73262,60.0
2026-03-07 01:48:00+00:00,DMU50_001,14.793,2454.97917,60.0
2026-03-07 01:49:00+00:00,DMU50_001,15.125,2455.23125,60.0
2026-03-07 01:50:00+00:00,DMU50_001,14.381,2455.47093,60.0
2026-03-07 01:51:00+00:00,DMU50_001,14.835,2455.71818,60.0
2026-03-07 01:52:00+00:00,DMU50_001,14.708,2455.96331,60.0
2026-03-07 01:53:00+00:00,DMU50_001,16.498,2456.23828,60.0
2026-03-07 01:54:00+00:00,DMU50_001,14.654,2456.48251,60.0
2026-03-07 01:55:00+00:00,DMU50_001,14.883,2456.73056,60.0
2026-03-07 01:56:00+00:00,DMU50_001,14.273,2456.96844,60.0
2026-03-07 01:57:00+00:00,DMU50_001,15.267,2457.22289,60.0
2026-03-07 01:58:00+00:00,DMU50_001,8.64,2457.36689,60.0
2026-03-07 01:59:00+00:00,DMU50_001,9.367,2457.52301,60.0
2026-03-07 02:00:00+00:00,DMU50_001,8.285,2457.66109,60.0
2026-03-07 02:01:00+00:00,DMU50_001,4.176,2457.73069,60.0
2026-03-07 02:02:00+00:00,DMU50_001,3.831,2457.79454,60.0
2026-03-07 02:03:00+00:00,DMU50_001,14.755,2458.04046,60.0
2026-03-07 02:04:00+00:00,DMU50_001,14.856,2458.28806,60.0
2026-03-07 02:05:00+00:00,DMU50_001,14.7,2458.53306,60.0
2026-03-07 02:06:00+00:00,DMU50_001,14.75,2458.77889,60.0
2026-03-07 02:07:00+00:00,DMU50_001,15.486,2459.03699,60.0
2026-03-07 02:08:00+00:00,DMU50_001,16.087,2459.30511,60.0
2026-03-07 02:09:00+00:00,DMU50_001,15.17,2459.55794,60.0
2026-03-07 02:10:00+00:00,DMU50_001,14.57,2459.80077,60.0
2026-03-07 02:11:00+00:00,DMU50_001,9.026,2459.9512,60.0
2026-03-07 02:12:00+00:00,DMU50_001,8.858,2460.09883,60.0
2026-03-07 02:13:00+00:00,DMU50_001,9.356,2460.25476,60.0
2026-03-07 02:14:00+00:00,DMU50_001,9.115,2460.40668,60.0
2026-03-07 02:15:00+00:00,DMU50_001,8.369,2460.54616,60.0
2026-03-07 02:16:00+00:00,DMU50_001,8.329,2460.68498,60.0
2026-03-07 02:17:00+00:00,DMU50_001,9.387,2460.84143,60.0
2026-03-07 02:18:00+00:00,DMU50_001,9.598,2461.0014,60.0
2026-03-07 02:19:00+00:00,DMU50_001,8.793,2461.14795,60.0
2026-03-07 02:20:00+00:00,DMU50_001,9.12,2461.29995,60.0
2026-03-07 02:21:00+00:00,DMU50_001,8.526,2461.44205,60.0
2026-03-07 02:22:00+00:00,DMU50_001,8.98,2461.59172,60.0
2026-03-07 02:23:00+00:00,DMU50_001,9.159,2461.74437,60.0
2026-03-07 02:24:00+00:00,DMU50_001,8.746,2461.89014,60.0
2026-03-07 02:25:00+00:00,DMU50_001,9.137,2462.04242,60.0
2026-03-07 02:26:00+00:00,DMU50_001,4.234,2462.11299,60.0
2026-03-07 02:27:00+00:00,DMU50_001,4.11,2462.18149,60.0
2026-03-07 02:28:00+00:00,DMU50_001,4.479,2462.25614,60.0
2026-03-07 02:29:00+00:00,DMU50_001,4.153,2462.32536,60.0
2026-03-07 02:30:00+00:00,DMU50_001,15.066,2462.57646,60.0
2026-03-07 02:31:00+00:00,DMU50_001,14.267,2462.81424,60.0
2026-03-07 02:32:00+00:00,DMU50_001,15.26,2463.06857,60.0
2026-03-07 02:33:00+00:00,DMU50_001,14.762,2463.3146,60.0
2026-03-07 02:34:00+00:00,DMU50_001,15.479,2463.57258,60.0
2026-03-07 02:35:00+00:00,DMU50_001,14.344,2463.81165,60.0
2026-03-07 02:36:00+00:00,DMU50_001,15.215,2464.06523,60.0
2026-03-07 02:37:00+00:00,DMU50_001,8.127,2464.20068,60.0
2026-03-07 02:38:00+00:00,DMU50_001,9.246,2464.35478,60.0
2026-03-07 02:39:00+00:00,DMU50_001,8.93,2464.50361,60.0
2026-03-07 02:40:00+00:00,DMU50_001,9.16,2464.65628,60.0
2026-03-07 02:41:00+00:00,DMU50_001,8.76,2464.80228,60.0
2026-03-07 02:42:00+00:00,DMU50_001,8.62,2464.94595,60.0
2026-03-07 02:43:00+00:00,DMU50_001,8.826,2465.09305,60.0
2026-03-07 02:44:00+00:00,DMU50_001,3.538,2465.15202,60.0
2026-03-07 02:45:00+00:00,DMU50_001,3.615,2465.21227,60.0
2026-03-07 02:46:00+00:00,DMU50_001,3.561,2465.27162,60.0
2026-03-07 02:47:00+00:00,DMU50_001,14.532,2465.51382,60.0
2026-03-07 02:48:00+00:00,DMU50_001,15.919,2465.77914,60.0
2026-03-07 02:49:00+00:00,DMU50_001,15.166,2466.03191,60.0
2026-03-07 02:50:00+00:00,DMU50_001,14.689,2466.27673,60.0
2026-03-07 02:51:00+00:00,DMU50_001,15.212,2466.53026,60.0
2026-03-07 02:52:00+00:00,DMU50_001,15.128,2466.78239,60.0
2026-03-07 02:53:00+00:00,DMU50_001,14.912,2467.03092,60.0
2026-03-07 02:54:00+00:00,DMU50_001,14.854,2467.27849,60.0
2026-03-07 02:55:00+00:00,DMU50_001,4.397,2467.35177,60.0
2026-03-07 02:56:00+00:00,DMU50_001,4.546,2467.42754,60.0
2026-03-07 02:57:00+00:00,DMU50_001,7.389,2467.55069,60.0
2026-03-07 02:58:00+00:00,DMU50_001,4.446,2467.62479,60.0
2026-03-07 02:59:00+00:00,DMU50_001,4.204,2467.69486,60.0
2026-03-07 03:00:00+00:00,DMU50_001,8.071,2467.82938,60.0
2026-03-07 03:01:00+00:00,DMU50_001,15.676,2468.09065,60.0
2026-03-07 03:02:00+00:00,DMU50_001,13.673,2468.31853,60.0
2026-03-07 03:03:00+00:00,DMU50_001,15.407,2468.57531,60.0
2026-03-07 03:04:00+00:00,DMU50_001,15.641,2468.83599,60.0
2026-03-07 03:05:00+00:00,DMU50_001,14.656,2469.08026,60.0
2026-03-07 03:06:00+00:00,DMU50_001,14.303,2469.31864,60.0
2026-03-07 03:07:00+00:00,DMU50_001,15.82,2469.58231,60.0
2026-03-07 03:08:00+00:00,DMU50_001,8.297,2469.72059,60.0
2026-03-07 03:09:00+00:00,DMU50_001,9.167,2469.87337,60.0
2026-03-07 03:10:00+00:00,DMU50_001,9.409,2470.03019,60.0
2026-03-07 03:11:00+00:00,DMU50_001,9.159,2470.18284,60.0
2026-03-07 03:12:00+00:00,DMU50_001,3.613,2470.24306,60.0
2026-03-07 03:13:00+00:00,DMU50_001,3.447,2470.30051,60.0
2026-03-07 03:14:00+00:00,DMU50_001,4.293,2470.37206,60.0
2026-03-07 03:15:00+00:00,DMU50_001,4.058,2470.43969,60.0
2026-03-07 03:16:00+00:00,DMU50_001,3.384,2470.49609,60.0
2026-03-07 03:17:00+00:00,DMU50_001,3.507,2470.55454,60.0
2026-03-07 03:18:00+00:00,DMU50_001,3.192,2470.60774,60.0
2026-03-07 03:19:00+00:00,DMU50_001,3.615,2470.66799,60.0
2026-03-07 03:20:00+00:00,DMU50_001,3.004,2470.71806,60.0
2026-03-07 03:21:00+00:00,DMU50_001,9.145,2470.87048,60.0
2026-03-07 03:22:00+00:00,DMU50_001,9.183,2471.02353,60.0
2026-03-07 03:23:00+00:00,DMU50_001,8.682,2471.16823,60.0
2026-03-07 03:24:00+00:00,DMU50_001,8.506,2471.31,60.0
2026-03-07 03:25:00+00:00,DMU50_001,8.837,2471.45728,60.0
2026-03-07 03:26:00+00:00,DMU50_001,9.256,2471.61155,60.0
2026-03-07 03:27:00+00:00,DMU50_001,4.269,2471.6827,60.0
2026-03-07 03:28:00+00:00,DMU50_001,3.978,2471.749,60.0
2026-03-07 03:29:00+00:00,DMU50_001,4.221,2471.81935,60.0
2026-03-07 03:30:00+00:00,DMU50_001,4.252,2471.89022,60.0
2026-03-07 03:31:00+00:00,DMU50_001,9.088,2472.04169,60.0
2026-03-07 03:32:00+00:00,DMU50_001,8.605,2472.18511,60.0
2026-03-07 03:33:00+00:00,DMU50_001,9.062,2472.33614,60.0
2026-03-07 03:34:00+00:00,DMU50_001,9.367,2472.49226,60.0
2026-03-07 03:35:00+00:00,DMU50_001,9.215,2472.64584,60.0
2026-03-07 03:36:00+00:00,DMU50_001,9.165,2472.79859,60.0
2026-03-07 03:37:00+00:00,DMU50_001,9.657,2472.95954,60.0
2026-03-07 03:38:00+00:00,DMU50_001,9.067,2473.11066,60.0
2026-03-07 03:39:00+00:00,DMU50_001,8.663,2473.25504,60.0
2026-03-07 03:40:00+00:00,DMU50_001,4.032,2473.32224,60.0
2026-03-07 03:41:00+00:00,DMU50_001,4.235,2473.39282,60.0
2026-03-07 03:42:00+00:00,DMU50_001,7.569,2473.51897,60.0
2026-03-07 03:43:00+00:00,DMU50_001,14.845,2473.76639,60.0
2026-03-07 03:44:00+00:00,DMU50_001,15.232,2474.02026,60.0
2026-03-07 03:45:00+00:00,DMU50_001,15.586,2474.28003,60.0
2026-03-07 03:46:00+00:00,DMU50_001,14.228,2474.51716,60.0
2026-03-07 03:47:00+00:00,DMU50_001,15.05,2474.76799,60.0
2026-03-07 03:48:00+00:00,DMU50_001,14.966,2475.01742,60.0
2026-03-07 03:49:00+00:00,DMU50_001,15.019,2475.26774,60.0
2026-03-07 03:50:00+00:00,DMU50_001,9.057,2475.41869,60.0
2026-03-07 03:51:00+00:00,DMU50_001,3.494,2475.47692,60.0
2026-03-07 03:52:00+00:00,DMU50_001,3.778,2475.53989,60.0
2026-03-07 03:53:00+00:00,DMU50_001,3.749,2475.60237,60.0
2026-03-07 03:54:00+00:00,DMU50_001,3.929,2475.66785,60.0
2026-03-07 03:55:00+00:00,DMU50_001,3.498,2475.72615,60.0
2026-03-07 03:56:00+00:00,DMU50_001,14.795,2475.97273,60.0
2026-03-07 03:57:00+00:00,DMU50_001,14.516,2476.21466,60.0
2026-03-07 03:58:00+00:00,DMU50_001,14.74,2476.46033,60.0
2026-03-07 03:59:00+00:00,DMU50_001,15.357,2476.71628,60.0
2026-03-07 04:00:00+00:00,DMU50_001,15.434,2476.97351,60.0
2026-03-07 04:01:00+00:00,DMU50_001,15.338,2477.22914,60.0
2026-03-07 04:02:00+00:00,DMU50_001,14.668,2477.47361,60.0
2026-03-07 04:03:00+00:00,DMU50_001,14.67,2477.71811,60.0
2026-03-07 04:04:00+00:00,DMU50_001,15.978,2477.98441,60.0
2026-03-07 04:05:00+00:00,DMU50_001,4.034,2478.05164,60.0
2026-03-07 04:06:00+00:00,DMU50_001,4.483,2478.12636,60.0
2026-03-07 04:07:00+00:00,DMU50_001,4.281,2478.19771,60.0
2026-03-07 04:08:00+00:00,DMU50_001,3.353,2478.25359,60.0
2026-03-07 04:09:00+00:00,DMU50_001,3.263,2478.30797,60.0
2026-03-07 04:10:00+00:00,DMU50_001,3.362,2478.364,60.0
2026-03-07 04:11:00+00:00,DMU50_001,3.584,2478.42373,60.0
2026-03-07 04:12:00+00:00,DMU50_001,3.318,2478.47903,60.0
2026-03-07 04:13:00+00:00,DMU50_001,15.777,2478.74198,60.0
2026-03-07 04:14:00+00:00,DMU50_001,14.896,2478.99025,60.0
2026-03-07 04:15:00+00:00,DMU50_001,15.35,2479.24608,60.0
2026-03-07 04:16:00+00:00,DMU50_001,15.31,2479.50125,60.0
2026-03-07 04:17:00+00:00,DMU50_001,15.811,2479.76477,60.0
2026-03-07 04:18:00+00:00,DMU50_001,14.781,2480.01112,60.0
2026-03-07 04:19:00+00:00,DMU50_001,15.053,2480.262,60.0
2026-03-07 04:20:00+00:00,DMU50_001,8.439,2480.40265,60.0
2026-03-07 04:21:00+00:00,DMU50_001,8.031,2480.5365,60.0
2026-03-07 04:22:00+00:00,DMU50_001,4.428,2480.6103,60.0
2026-03-07 04:23:00+00:00,DMU50_001,4.244,2480.68103,60.0
2026-03-07 04:24:00+00:00,DMU50_001,4.663,2480.75875,60.0
2026-03-07 04:25:00+00:00,DMU50_001,4.304,2480.83048,60.0
2026-03-07 04:26:00+00:00,DMU50_001,7.838,2480.96111,60.0
2026-03-07 04:27:00+00:00,DMU50_001,8.137,2481.09673,60.0
2026-03-07 04:28:00+00:00,DMU50_001,14.268,2481.33453,60.0
2026-03-07 04:29:00+00:00,DMU50_001,14.601,2481.57788,60.0
2026-03-07 04:30:00+00:00,DMU50_001,14.391,2481.81773,60.0
2026-03-07 04:31:00+00:00,DMU50_001,15.008,2482.06786,60.0
2026-03-07 04:32:00+00:00,DMU50_001,14.97,2482.31736,60.0
2026-03-07 04:33:00+00:00,DMU50_001,15.603,2482.57741,60.0
2026-03-07 04:34:00+00:00,DMU50_001,14.95,2482.82658,60.0
2026-03-07 04:35:00+00:00,DMU50_001,14.499,2483.06823,60.0
2026-03-07 04:36:00+00:00,DMU50_001,15.78,2483.33123,60.0
2026-03-07 04:37:00+00:00,DMU50_001,7.822,2483.4616,60.0
2026-03-07 04:38:00+00:00,DMU50_001,9.015,2483.61185,60.0
2026-03-07 04:39:00+00:00,DMU50_001,4.244,2483.68258,60.0
2026-03-07 04:40:00+00:00,DMU50_001,4.198,2483.75255,60.0
2026-03-07 04:41:00+00:00,DMU50_001,4.3,2483.82422,60.0
2026-03-07 04:42:00+00:00,DMU50_001,8.033,2483.9581,60.0
2026-03-07 04:43:00+00:00,DMU50_001,4.3,2484.02977,60.0
2026-03-07 04:44:00+00:00,DMU50_001,4.08,2484.09777,60.0
2026-03-07 04:45:00+00:00,DMU50_001,7.562,2484.2238,60.0
2026-03-07 04:46:00+00:00,DMU50_001,7.986,2484.3569,60.0
2026-03-07 04:47:00+00:00,DMU50_001,14.487,2484.59835,60.0
2026-03-07 04:48:00+00:00,DMU50_001,14.636,2484.84228,60.0
2026-03-07 04:49:00+00:00,DMU50_001,15.581,2485.10196,60.0
2026-03-07 04:50:00+00:00,DMU50_001,15.779,2485.36494,60.0
2026-03-07 04:51:00+00:00,DMU50_001,15.571,2485.62446,60.0
2026-03-07 04:52:00+00:00,DMU50_001,15.479,2485.88244,60.0
2026-03-07 04:53:00+00:00,DMU50_001,9.024,2486.03284,60.0
2026-03-07 04:54:00+00:00,DMU50_001,9.406,2486.18961,60.0
2026-03-07 04:55:00+00:00,DMU50_001,9.142,2486.34198,60.0
2026-03-07 04:56:00+00:00,DMU50_001,9.779,2486.50496,60.0
2026-03-07 04:57:00+00:00,DMU50_001,8.633,2486.64884,60.0
2026-03-07 04:58:00+00:00,DMU50_001,9.269,2486.80332,60.0
2026-03-07 04:59:00+00:00,DMU50_001,3.947,2486.8691,60.0
2026-03-07 05:00:00+00:00,DMU50_001,4.336,2486.94137,60.0
2026-03-07 05:01:00+00:00,DMU50_001,3.856,2487.00564,60.0
2026-03-07 05:02:00+00:00,DMU50_001,3.957,2487.07159,60.0
2026-03-07 05:03:00+00:00,DMU50_001,14.359,2487.31091,60.0
2026-03-07 05:04:00+00:00,DMU50_001,15.126,2487.56301,60.0
2026-03-07 05:05:00+00:00,DMU50_001,15.177,2487.81596,60.0
2026-03-07 05:06:00+00:00,DMU50_001,16.225,2488.08638,60.0
2026-03-07 05:07:00+00:00,DMU50_001,14.954,2488.33561,60.0
2026-03-07 05:08:00+00:00,DMU50_001,15.386,2488.59204,60.0
2026-03-07 05:09:00+00:00,DMU50_001,15.08,2488.84337,60.0
2026-03-07 05:10:00+00:00,DMU50_001,15.344,2489.0991,60.0
2026-03-07 05:11:00+00:00,DMU50_001,15.072,2489.3503,60.0
2026-03-07 05:12:00+00:00,DMU50_001,8.33,2489.48913,60.0
2026-03-07 05:13:00+00:00,DMU50_001,7.684,2489.6172,60.0
2026-03-07 05:14:00+00:00,DMU50_001,13.776,2489.8468,60.0
2026-03-07 05:15:00+00:00,DMU50_001,15.209,2490.10028,60.0
2026-03-07 05:16:00+00:00,DMU50_001,14.097,2490.33523,60.0
2026-03-07 05:17:00+00:00,DMU50_001,15.656,2490.59616,60.0
2026-03-07 05:18:00+00:00,DMU50_001,14.726,2490.84159,60.0
2026-03-07 05:19:00+00:00,DMU50_001,14.481,2491.08294,60.0
2026-03-07 05:20:00+00:00,DMU50_001,16.35,2491.35544,60.0
2026-03-07 05:21:00+00:00,DMU50_001,8.993,2491.50532,60.0
2026-03-07 05:22:00+00:00,DMU50_001,8.916,2491.65392,60.0
2026-03-07 05:23:00+00:00,DMU50_001,9.299,2491.8089,60.0
2026-03-07 05:24:00+00:00,DMU50_001,9.326,2491.96433,60.0
2026-03-07 05:25:00+00:00,DMU50_001,9.456,2492.12193,60.0
2026-03-07 05:26:00+00:00,DMU50_001,3.933,2492.18748,60.0
2026-03-07 05:27:00+00:00,DMU50_001,4.307,2492.25926,60.0
2026-03-07 05:28:00+00:00,DMU50_001,4.141,2492.32828,60.0
2026-03-07 05:29:00+00:00,DMU50_001,14.539,2492.5706,60.0
2026-03-07 05:30:00+00:00,DMU50_001,15.024,2492.821,60.0
2026-03-07 05:31:00+00:00,DMU50_001,14.094,2493.0559,60.0
2026-03-07 05:32:00+00:00,DMU50_001,15.461,2493.31358,60.0
2026-03-07 05:33:00+00:00,DMU50_001,14.855,2493.56116,60.0
2026-03-07 05:34:00+00:00,DMU50_001,14.761,2493.80718,60.0
2026-03-07 05:35:00+00:00,DMU50_001,14.931,2494.05603,60.0
2026-03-07 05:36:00+00:00,DMU50_001,14.916,2494.30463,60.0
2026-03-07 05:37:00+00:00,DMU50_001,15.57,2494.56413,60.0
2026-03-07 05:38:00+00:00,DMU50_001,8.562,2494.70683,60.0
2026-03-07 05:39:00+00:00,DMU50_001,8.847,2494.85428,60.0
2026-03-07 05:40:00+00:00,DMU50_001,8.913,2495.00283,60.0
2026-03-07 05:41:00+00:00,DMU50_001,3.287,2495.05761,60.0
2026-03-07 05:42:00+00:00,DMU50_001,3.532,2495.11648,60.0
2026-03-07 05:43:00+00:00,DMU50_001,3.355,2495.1724,60.0
2026-03-07 05:44:00+00:00,DMU50_001,3.219,2495.22605,60.0
2026-03-07 05:45:00+00:00,DMU50_001,4.305,2495.2978,60.0
2026-03-07 05:46:00+00:00,DMU50_001,4.509,2495.37295,60.0
2026-03-07 05:47:00+00:00,DMU50_001,4.21,2495.44312,60.0
2026-03-07 05:48:00+00:00,DMU50_001,4.179,2495.51277,60.0
2026-03-07 05:49:00+00:00,DMU50_001,7.963,2495.64549,60.0
2026-03-07 05:50:00+00:00,DMU50_001,7.845,2495.77624,60.0
2026-03-07 05:51:00+00:00,DMU50_001,15.585,2496.03599,60.0
2026-03-07 05:52:00+00:00,DMU50_001,15.047,2496.28677,60.0
2026-03-07 05:53:00+00:00,DMU50_001,13.911,2496.51862,60.0
2026-03-07 05:54:00+00:00,DMU50_001,15.599,2496.7786,60.0
2026-03-07 05:55:00+00:00,DMU50_001,15.477,2497.03655,60.0
2026-03-07 05:56:00+00:00,DMU50_001,15.301,2497.29157,60.0
2026-03-07 05:57:00+00:00,DMU50_001,7.898,2497.4232,60.0
2026-03-07 05:58:00+00:00,DMU50_001,4.199,2497.49318,60.0
2026-03-07 05:59:00+00:00,DMU50_001,4.379,2497.56616,60.0
2026-03-07 06:00:00+00:00,DMU50_001,4.276,2497.63743,60.0
2026-03-07 06:01:00+00:00,DMU50_001,15.103,2497.88915,60.0
2026-03-07 06:02:00+00:00,DMU50_001,15.448,2498.14662,60.0
2026-03-07 06:03:00+00:00,DMU50_001,15.07,2498.39779,60.0
2026-03-07 06:04:00+00:00,DMU50_001,15.602,2498.65782,60.0
2026-03-07 06:05:00+00:00,DMU50_001,15.081,2498.90917,60.0
2026-03-07 06:06:00+00:00,DMU50_001,15.041,2499.15985,60.0
2026-03-07 06:07:00+00:00,DMU50_001,15.446,2499.41728,60.0
2026-03-07 06:08:00+00:00,DMU50_001,14.801,2499.66396,60.0
2026-03-07 06:09:00+00:00,DMU50_001,14.451,2499.90481,60.0
2026-03-07 06:10:00+00:00,DMU50_001,9.002,2500.05484,60.0
2026-03-07 06:11:00+00:00,DMU50_001,4.318,2500.12681,60.0
2026-03-07 06:12:00+00:00,DMU50_001,4.385,2500.19989,60.0
2026-03-07 06:13:00+00:00,DMU50_001,4.386,2500.27299,60.0
2026-03-07 06:14:00+00:00,DMU50_001,4.186,2500.34276,60.0
2026-03-07 06:15:00+00:00,DMU50_001,14.914,2500.59133,60.0
2026-03-07 06:16:00+00:00,DMU50_001,14.704,2500.8364,60.0
2026-03-07 06:17:00+00:00,DMU50_001,15.125,2501.08848,60.0
2026-03-07 06:18:00+00:00,DMU50_001,14.179,2501.3248,60.0
2026-03-07 06:19:00+00:00,DMU50_001,15.011,2501.57498,60.0
2026-03-07 06:20:00+00:00,DMU50_001,16.425,2501.84873,60.0
2026-03-07 06:21:00+00:00,DMU50_001,14.248,2502.0862,60.0
2026-03-07 06:22:00+00:00,DMU50_001,9.063,2502.23725,60.0
2026-03-07 06:23:00+00:00,DMU50_001,9.151,2502.38977,60.0
2026-03-07 06:24:00+00:00,DMU50_001,9.203,2502.54315,60.0
2026-03-07 06:25:00+00:00,DMU50_001,7.71,2502.67165,60.0
2026-03-07 06:26:00+00:00,DMU50_001,15.258,2502.92595,60.0
2026-03-07 06:27:00+00:00,DMU50_001,14.733,2503.1715,60.0
2026-03-07 06:28:00+00:00,DMU50_001,14.286,2503.4096,60.0
2026-03-07 06:29:00+00:00,DMU50_001,15.476,2503.66753,60.0
2026-03-07 06:30:00+00:00,DMU50_001,15.332,2503.92306,60.0
2026-03-07 06:31:00+00:00,DMU50_001,14.517,2504.16501,60.0
2026-03-07 06:32:00+00:00,DMU50_001,14.728,2504.41048,60.0
2026-03-07 06:33:00+00:00,DMU50_001,14.71,2504.65565,60.0
2026-03-07 06:34:00+00:00,DMU50_001,14.178,2504.89195,60.0
2026-03-07 06:35:00+00:00,DMU50_001,9.305,2505.04703,60.0
2026-03-07 06:36:00+00:00,DMU50_001,9.32,2505.20236,60.0
2026-03-07 06:37:00+00:00,DMU50_001,8.867,2505.35014,60.0
2026-03-07 06:38:00+00:00,DMU50_001,8.989,2505.49996,60.0
2026-03-07 06:39:00+00:00,DMU50_001,4.223,2505.57034,60.0
2026-03-07 06:40:00+00:00,DMU50_001,4.249,2505.64116,60.0
2026-03-07 06:41:00+00:00,DMU50_001,3.93,2505.70666,60.0
2026-03-07 06:42:00+00:00,DMU50_001,4.298,2505.77829,60.0
2026-03-07 06:43:00+00:00,DMU50_001,14.412,2506.01849,60.0
2026-03-07 06:44:00+00:00,DMU50_001,15.341,2506.27417,60.0
2026-03-07 06:45:00+00:00,DMU50_001,14.468,2506.5153,60.0
2026-03-07 06:46:00+00:00,DMU50_001,14.35,2506.75447,60.0
2026-03-07 06:47:00+00:00,DMU50_001,14.986,2507.00424,60.0
2026-03-07 06:48:00+00:00,DMU50_001,14.975,2507.25382,60.0
2026-03-07 06:49:00+00:00,DMU50_001,9.041,2507.4045,60.0
2026-03-07 06:50:00+00:00,DMU50_001,8.643,2507.54855,60.0
2026-03-07 06:51:00+00:00,DMU50_001,9.081,2507.6999,60.0
2026-03-07 06:52:00+00:00,DMU50_001,9.119,2507.85188,60.0
2026-03-07 06:53:00+00:00,DMU50_001,3.733,2507.9141,60.0
2026-03-07 06:54:00+00:00,DMU50_001,3.537,2507.97305,60.0
2026-03-07 06:55:00+00:00,DMU50_001,4.08,2508.04105,60.0
2026-03-07 06:56:00+00:00,DMU50_001,3.931,2508.10657,60.0
2026-03-07 06:57:00+00:00,DMU50_001,14.235,2508.34382,60.0
2026-03-07 06:58:00+00:00,DMU50_001,15.161,2508.5965,60.0
2026-03-07 06:59:00+00:00,DMU50_001,15.397,2508.85312,60.0
2026-03-07 07:00:00+00:00,DMU50_001,14.555,2509.0957,60.0
2026-03-07 07:01:00+00:00,DMU50_001,15.128,2509.34783,60.0
2026-03-07 07:02:00+00:00,DMU50_001,14.913,2509.59638,60.0
2026-03-07 07:03:00+00:00,DMU50_001,15.359,2509.85236,60.0
2026-03-07 07:04:00+00:00,DMU50_001,15.433,2510.10958,60.0
2026-03-07 07:05:00+00:00,DMU50_001,3.747,2510.17203,60.0
2026-03-07 07:06:00+00:00,DMU50_001,4.406,2510.24546,60.0
2026-03-07 07:07:00+00:00,DMU50_001,4.25,2510.31629,60.0
2026-03-07 07:08:00+00:00,DMU50_001,14.734,2510.56186,60.0
2026-03-07 07:09:00+00:00,DMU50_001,14.748,2510.80766,60.0
2026-03-07 07:10:00+00:00,DMU50_001,15.016,2511.05793,60.0
2026-03-07 07:11:00+00:00,DMU50_001,14.748,2511.30373,60.0
2026-03-07 07:12:00+00:00,DMU50_001,14.531,2511.54591,60.0
2026-03-07 07:13:00+00:00,DMU50_001,14.646,2511.79001,60.0
2026-03-07 07:14:00+00:00,DMU50_001,14.48,2512.03134,60.0
2026-03-07 07:15:00+00:00,DMU50_001,9.539,2512.19032,60.0
2026-03-07 07:16:00+00:00,DMU50_001,9.022,2512.34069,60.0
2026-03-07 07:17:00+00:00,DMU50_001,9.901,2512.50571,60.0
2026-03-07 07:18:00+00:00,DMU50_001,8.111,2512.64089,60.0
2026-03-07 07:19:00+00:00,DMU50_001,8.177,2512.77717,60.0
2026-03-07 07:20:00+00:00,DMU50_001,14.469,2513.01832,60.0
2026-03-07 07:21:00+00:00,DMU50_001,14.891,2513.2665,60.0
2026-03-07 07:22:00+00:00,DMU50_001,15.036,2513.5171,60.0
2026-03-07 07:23:00+00:00,DMU50_001,14.681,2513.76178,60.0
2026-03-07 07:24:00+00:00,DMU50_001,14.768,2514.00791,60.0
2026-03-07 07:25:00+00:00,DMU50_001,15.21,2514.26141,60.0
2026-03-07 07:26:00+00:00,DMU50_001,15.22,2514.51508,60.0
2026-03-07 07:27:00+00:00,DMU50_001,14.332,2514.75395,60.0
2026-03-07 07:28:00+00:00,DMU50_001,15.142,2515.00632,60.0
2026-03-07 07:29:00+00:00,DMU50_001,9.221,2515.16,60.0
2026-03-07 07:30:00+00:00,DMU50_001,3.382,2515.21637,60.0
2026-03-07 07:31:00+00:00,DMU50_001,3.362,2515.2724,60.0
2026-03-07 07:32:00+00:00,DMU50_001,3.588,2515.3322,60.0
2026-03-07 07:33:00+00:00,DMU50_001,2.985,2515.38195,60.0
2026-03-07 07:34:00+00:00,DMU50_001,15.001,2515.63197,60.0
2026-03-07 07:35:00+00:00,DMU50_001,15.817,2515.89559,60.0
2026-03-07 07:36:00+00:00,DMU50_001,13.702,2516.12396,60.0
2026-03-07 07:37:00+00:00,DMU50_001,15.411,2516.38081,60.0
2026-03-07 07:38:00+00:00,DMU50_001,15.272,2516.63534,60.0
2026-03-07 07:39:00+00:00,DMU50_001,14.281,2516.87336,60.0
2026-03-07 07:40:00+00:00,DMU50_001,9.208,2517.02683,60.0
2026-03-07 07:41:00+00:00,DMU50_001,9.401,2517.18351,60.0
2026-03-07 07:42:00+00:00,DMU50_001,3.965,2517.24959,60.0
