ts,machine_id,detailed_state_code,state_tag,reason_code,is_planned_stop,idle_reason
2026-03-02 12:10:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 12:13:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 12:19:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 12:20:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 12:27:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 12:29:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 12:35:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 12:36:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 12:44:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 12:47:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 12:48:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 13:02:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 13:06:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 13:14:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 13:16:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 13:18:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 13:21:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 13:31:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 13:33:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 13:43:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 13:44:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 13:51:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 13:53:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 14:06:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 14:10:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 14:24:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 14:26:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 14:35:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 14:37:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 14:44:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 14:46:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 14:48:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 14:54:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 14:58:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 14:59:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 15:09:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 15:10:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 15:18:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 15:23:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 15:37:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 15:40:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 15:49:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 15:52:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 15:59:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 16:03:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 16:15:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 16:17:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 16:19:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 16:26:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 16:28:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 16:41:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 16:43:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 16:47:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 16:56:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 16:58:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 17:02:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 17:15:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 17:16:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 17:18:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 17:31:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 17:35:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 17:46:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 17:47:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 17:56:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 17:57:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 18:01:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 18:11:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 18:12:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 18:15:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 18:22:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 18:24:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 18:34:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 18:36:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 18:38:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 18:48:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 18:50:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 18:55:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 19:04:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 19:06:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 19:07:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 19:17:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 19:20:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 19:22:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 19:35:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 19:38:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 19:49:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 19:53:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 20:02:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 20:04:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 20:15:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 20:16:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 20:19:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 20:32:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 20:34:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 20:38:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 20:46:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 20:49:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 21:02:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 21:07:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 21:21:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 21:25:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 21:29:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 21:41:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 21:45:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 21:54:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 21:57:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 22:08:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 22:12:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 22:13:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 22:23:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 22:25:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 22:32:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 22:34:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 22:42:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 22:46:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 22:57:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 22:58:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 23:01:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 23:07:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 23:11:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 23:15:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 23:27:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 23:31:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 23:43:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 23:45:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 23:57:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 23:59:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 00:11:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 00:12:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 00:25:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 00:27:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 00:41:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 00:43:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 00:47:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 00:54:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 00:56:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 01:10:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 01:11:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 01:14:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 01:23:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 01:27:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 01:28:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 01:31:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 01:33:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 01:41:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 01:43:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 01:52:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 01:57:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 02:01:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 02:03:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 02:07:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 02:18:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 02:19:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 02:27:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 02:29:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 02:38:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 02:40:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 02:52:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 02:57:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 03:11:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 03:12:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 03:15:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 03:29:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 03:31:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 03:32:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 03:44:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 03:46:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 03:48:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 04:02:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 04:03:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 04:17:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 04:19:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 04:22:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 04:31:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 04:32:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 04:34:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 04:44:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 04:48:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 04:54:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 04:56:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 04:57:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 05:00:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 05:07:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 05:09:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 05:22:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 05:24:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 05:30:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 05:32:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 05:34:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 05:44:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 05:48:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 06:00:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 06:02:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 06:14:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 06:16:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 06:30:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 06:33:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 06:38:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 06:51:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 06:53:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 07:01:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 07:04:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 07:16:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 07:17:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 07:27:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 07:29:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 07:42:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 07:44:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 07:50:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 07:54:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 08:05:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 08:07:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 08:17:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 08:20:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 08:26:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 08:27:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 08:34:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 08:36:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 08:44:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 08:45:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 08:47:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 08:51:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 08:57:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 08:58:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 09:00:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 09:07:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 09:12:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 09:26:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 09:31:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 09:41:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 09:44:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 09:57:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 10:00:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 10:11:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 10:12:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 10:17:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 10:31:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 10:32:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 10:42:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 10:44:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 10:53:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 10:56:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 10:59:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 11:05:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 11:09:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 11:15:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 11:17:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 11:23:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 11:24:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 11:26:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 11:36:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 11:40:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 11:48:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 11:50:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 12:00:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 12:02:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 12:06:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 12:20:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 12:23:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 12:30:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 12:32:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 12:40:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 12:44:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 12:46:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 12:55:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 12:57:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 13:10:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 13:12:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 13:18:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 13:20:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 13:27:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 13:28:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 13:34:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 13:36:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 13:39:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 13:41:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 13:42:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 13:46:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 13:57:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 14:00:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 14:14:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 14:16:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 14:19:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 14:27:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 14:31:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 14:39:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 14:41:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 14:53:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 14:57:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 15:09:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 15:12:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 15:25:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 15:27:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 15:39:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 15:41:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 15:43:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 15:48:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 16:02:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 16:06:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 16:09:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 16:21:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 16:25:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 16:28:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 16:29:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 16:35:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 16:40:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 16:47:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 16:52:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 17:06:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 17:09:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 17:11:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 17:21:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 17:23:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 17:26:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 17:40:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 17:45:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 17:48:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 17:57:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 17:58:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 18:11:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 18:12:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 18:24:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 18:29:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 18:39:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 18:40:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 18:51:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 18:55:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 19:07:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 19:09:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 19:11:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 19:24:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 19:25:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 19:38:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 19:40:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-03 19:44:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 19:55:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-03 19:58:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 20:04:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 20:06:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-03 20:15:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-03 20:16:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
